Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2009-06,722.66 ,159.86 ,277.54 ,287.05 ,352.20 ,443.34 ,173.02 ,"6,589.07 ",235.12 ,869.51 ,905.56 ,661.53 ,656.92 ,"2,183.73 ",632.06 ,291.43 ,"2,410.60 ",14.37 ,52.47 ,231.19 ,"2,555.22 ",827.37 ,"1,371.59 ",759.05 ,829.65 ,323.93 ,578.08 ,266.51 ,722.66 ,159.86 ,277.54 ,287.05 ,352.20 ,443.34 ,173.02 ,"6,589.07 ",235.12 ,869.51 ,905.56 ,661.53 ,656.92 ,"2,183.73 ",632.06 ,291.43 ,"2,410.60 ",14.37 ,52.47 ,231.19 ,"2,555.22 ",827.37 ,"1,371.59 ",759.05 ,829.65 ,323.93 ,578.08 ,266.51 ,955.00 ,374.11 ,213.53 ,636.02 ,300.92 ,992.22 ,504.90 ,155.86 ,4.85 ,"6,799.12 ",226.77 ,"1,303.91 ",974.05 ,698.85 ,625.93 ,"3,678.41 ",719.77 ,413.69 ,"2,254.17 ",17.33 ,60.60 ,391.48 ,"2,795.55 ",988.32 ,"1,050.47 ",876.99 ,0.00 ,301.64 ,432.43 ,"1,025.71 ",822.40 ,229.18 ,166.41 ,353.45 ,297.09 ,508.51 ,454.49 ,162.62 ,10.18 ,"6,545.35 ",250.43 ,"1,079.78 ",914.98 ,683.02 ,604.75 ,"2,545.60 ",705.65 ,375.42 ,"2,241.16 ",0.00 ,62.29 ,247.16 ,"2,351.24 ",923.36 ,"1,180.82 ",740.77 ,981.26 ,277.73 ,473.90 ,469.29 ,"6,585.00 "
2009-07,934.83 ,187.77 ,322.94 ,343.22 ,423.03 ,531.81 ,203.76 ,"8,004.25 ",279.73 ,"1,026.27 ","1,056.67 ",781.63 ,772.54 ,"2,561.12 ",781.45 ,350.64 ,"2,855.42 ",16.16 ,62.68 ,274.27 ,"2,942.44 ",989.52 ,"1,671.05 ",888.76 ,982.91 ,388.23 ,679.41 ,312.27 ,934.83 ,187.77 ,322.94 ,343.22 ,423.03 ,531.81 ,203.76 ,"8,004.25 ",279.73 ,"1,026.27 ","1,056.67 ",781.63 ,772.54 ,"2,561.12 ",781.45 ,350.64 ,"2,855.42 ",16.16 ,62.68 ,274.27 ,"2,942.44 ",989.52 ,"1,671.05 ",888.76 ,982.91 ,388.23 ,679.41 ,312.27 ,"1,147.03 ",437.49 ,255.42 ,740.28 ,356.33 ,"1,236.55 ",611.80 ,183.66 ,5.91 ,"8,206.85 ",270.77 ,"1,560.30 ","1,165.02 ",830.59 ,736.12 ,"4,339.55 ",866.15 ,490.05 ,"2,702.26 ",19.30 ,72.11 ,465.98 ,"3,247.75 ","1,183.97 ","1,263.55 ","1,032.92 ",0.00 ,364.79 ,524.29 ,"1,233.66 ",979.49 ,266.10 ,195.99 ,419.43 ,351.70 ,609.41 ,548.87 ,192.21 ,13.02 ,"7,891.95 ",302.90 ,"1,273.58 ","1,059.88 ",811.33 ,726.86 ,"2,999.85 ",849.80 ,449.62 ,"2,670.38 ",0.00 ,73.68 ,293.94 ,"2,713.25 ","1,111.02 ","1,425.09 ",866.53 ,"1,170.40 ",336.95 ,571.96 ,556.10 ,"8,141.00 "
2009-08,"1,085.38 ",215.70 ,372.30 ,393.18 ,491.20 ,620.61 ,235.89 ,"9,329.99 ",325.46 ,"1,190.60 ","1,230.87 ",900.80 ,892.71 ,"2,946.49 ",890.10 ,413.34 ,"3,301.84 ",18.94 ,72.90 ,320.95 ,"3,346.77 ","1,151.40 ","1,977.81 ","1,013.68 ","1,140.03 ",458.45 ,808.04 ,359.25 ,"1,085.38 ",215.70 ,372.30 ,393.18 ,491.20 ,620.61 ,235.89 ,"9,329.99 ",325.46 ,"1,190.60 ","1,230.87 ",900.80 ,892.71 ,"2,946.49 ",890.10 ,413.34 ,"3,301.84 ",18.94 ,72.90 ,320.95 ,"3,346.77 ","1,151.40 ","1,977.81 ","1,013.68 ","1,140.03 ",458.45 ,808.04 ,359.25 ,"1,349.43 ",502.09 ,298.35 ,856.57 ,415.33 ,"1,437.68 ",717.92 ,214.40 ,6.95 ,"9,592.51 ",321.11 ,"1,814.74 ","1,359.22 ",965.40 ,854.42 ,"5,027.29 ","1,019.53 ",570.03 ,"3,171.80 ",25.30 ,84.02 ,540.58 ,"3,718.62 ","1,387.96 ","1,475.94 ","1,194.37 ",0.00 ,438.64 ,615.27 ,"1,441.96 ","1,147.41 ",304.39 ,225.59 ,487.94 ,404.55 ,711.29 ,639.10 ,221.78 ,14.12 ,"9,260.51 ",355.62 ,"1,480.12 ","1,247.08 ",937.05 ,826.89 ,"3,497.76 ","1,001.31 ",523.87 ,"3,098.43 ",0.00 ,85.67 ,340.45 ,"3,101.75 ","1,299.19 ","1,677.68 ",997.09 ,"1,366.22 ",399.34 ,668.90 ,644.01 ,"9,381.00 "
2009-09,"1,228.15 ",241.84 ,420.23 ,444.89 ,553.71 ,706.41 ,267.06 ,"10,525.54 ",368.22 ,"1,351.92 ","1,423.43 ","1,014.92 ","1,013.42 ","3,329.43 ","1,010.64 ",468.93 ,"3,728.66 ",22.35 ,81.45 ,366.86 ,"3,857.64 ","1,304.90 ","2,269.72 ","1,145.84 ","1,290.14 ",527.07 ,933.30 ,405.26 ,"1,228.15 ",241.84 ,420.23 ,444.89 ,553.71 ,706.41 ,267.06 ,"10,525.54 ",368.22 ,"1,351.92 ","1,423.43 ","1,014.92 ","1,013.42 ","3,329.43 ","1,010.64 ",468.93 ,"3,728.66 ",22.35 ,81.45 ,366.86 ,"3,857.64 ","1,304.90 ","2,269.72 ","1,145.84 ","1,290.14 ",527.07 ,933.30 ,405.26 ,"1,539.84 ",564.30 ,339.25 ,971.38 ,472.01 ,"1,634.58 ",816.88 ,241.78 ,7.88 ,"10,995.10 ",364.57 ,"2,063.52 ","1,553.25 ","1,095.42 ",971.15 ,"5,699.94 ","1,163.44 ",639.28 ,"3,612.21 ",29.10 ,92.49 ,620.49 ,"4,243.56 ","1,579.93 ","1,671.44 ","1,361.43 ",0.00 ,496.88 ,700.28 ,"1,654.97 ","1,296.56 ",343.70 ,251.26 ,560.51 ,459.90 ,807.46 ,730.36 ,250.23 ,17.14 ,"10,546.19 ",405.52 ,"1,674.50 ","1,436.25 ","1,057.79 ",924.81 ,"3,981.35 ","1,137.29 ",590.28 ,"3,511.47 ",0.00 ,93.62 ,387.48 ,"3,541.20 ","1,479.10 ","1,914.96 ","1,127.01 ","1,548.51 ",456.52 ,764.80 ,744.29 ,"10,581.00 "
2009-10,"1,376.53 ",269.62 ,468.79 ,501.55 ,605.14 ,794.93 ,300.57 ,"11,692.38 ",407.08 ,"1,540.88 ","1,610.47 ","1,137.84 ","1,131.12 ","3,697.71 ","1,153.23 ",528.37 ,"4,190.57 ",27.48 ,91.55 ,411.64 ,"4,355.97 ","1,468.97 ","2,565.68 ","1,280.40 ","1,449.30 ",598.31 ,"1,057.37 ",450.93 ,"1,376.53 ",269.62 ,468.79 ,501.55 ,605.14 ,794.93 ,300.57 ,"11,692.38 ",407.08 ,"1,540.88 ","1,610.47 ","1,137.84 ","1,131.12 ","3,697.71 ","1,153.23 ",528.37 ,"4,190.57 ",27.48 ,91.55 ,411.64 ,"4,355.97 ","1,468.97 ","2,565.68 ","1,280.40 ","1,449.30 ",598.31 ,"1,057.37 ",450.93 ,"1,722.44 ",632.06 ,382.83 ,"1,087.95 ",532.05 ,"1,837.08 ",920.84 ,270.87 ,8.77 ,"12,367.68 ",412.16 ,"2,330.44 ","1,762.77 ","1,232.20 ","1,087.93 ","6,439.01 ","1,322.82 ",715.51 ,"4,048.17 ",32.82 ,103.91 ,705.97 ,"4,842.49 ","1,789.43 ","1,861.23 ","1,530.92 ",0.00 ,564.39 ,791.26 ,"1,865.68 ","1,451.36 ",385.26 ,278.07 ,633.19 ,517.20 ,901.88 ,821.99 ,279.90 ,20.30 ,"11,793.00 ",454.75 ,"1,885.00 ","1,628.31 ","1,188.85 ","1,046.79 ","4,474.08 ","1,296.73 ",659.31 ,"3,945.39 ",0.00 ,105.45 ,431.67 ,"4,014.87 ","1,669.15 ","2,143.81 ","1,262.52 ","1,733.44 ",514.71 ,865.19 ,845.20 ,"11,821.00 "
2009-11,"1,519.27 ",296.42 ,511.61 ,560.05 ,664.59 ,880.20 ,337.00 ,"12,341.90 ",450.75 ,"1,742.61 ","1,775.03 ","1,248.70 ","1,251.63 ","4,145.91 ","1,294.21 ",587.01 ,"4,611.70 ",31.83 ,100.32 ,468.15 ,"4,848.51 ","1,628.70 ","2,824.37 ","1,414.51 ","1,592.16 ",665.67 ,"1,168.95 ",491.62 ,"1,519.27 ",296.42 ,511.61 ,560.05 ,664.59 ,880.20 ,337.00 ,"12,341.90 ",450.75 ,"1,742.61 ","1,775.03 ","1,248.70 ","1,251.63 ","4,145.91 ","1,294.21 ",587.01 ,"4,611.70 ",31.83 ,100.32 ,468.15 ,"4,848.51 ","1,628.70 ","2,824.37 ","1,414.51 ","1,592.16 ",665.67 ,"1,168.95 ",491.62 ,"1,906.59 ",698.36 ,429.49 ,"1,201.47 ",586.71 ,"2,049.19 ","1,033.63 ",302.16 ,9.66 ,"13,726.70 ",454.25 ,"2,606.12 ","1,970.17 ","1,372.04 ","1,194.72 ","7,155.73 ","1,475.53 ",790.41 ,"4,473.39 ",34.44 ,114.74 ,804.22 ,"5,398.13 ","1,985.76 ","2,063.39 ","1,690.14 ",0.00 ,625.08 ,876.55 ,"2,102.62 ","1,603.39 ",424.17 ,304.54 ,700.69 ,570.78 ,995.65 ,908.26 ,310.70 ,23.24 ,"12,465.40 ",506.58 ,"2,109.21 ","1,801.12 ","1,313.87 ","1,153.49 ","5,025.12 ","1,449.30 ",728.39 ,"4,335.33 ",0.00 ,115.79 ,477.48 ,"4,476.29 ","1,853.17 ","2,387.59 ","1,395.54 ","1,915.91 ",568.72 ,953.69 ,944.33 ,"14,127.00 "
2009-12,"1,661.63 ",324.88 ,552.90 ,612.14 ,755.86 ,967.72 ,374.82 ,"13,084.90 ",494.56 ,"1,944.63 ","1,956.70 ","1,380.49 ","1,381.29 ","4,590.16 ","1,446.96 ",648.31 ,"5,061.29 ",36.18 ,109.54 ,512.48 ,"5,273.22 ","1,787.48 ","3,127.45 ","1,532.62 ","1,763.40 ",731.64 ,"1,280.86 ",535.96 ,"1,661.63 ",324.88 ,552.90 ,612.14 ,755.86 ,967.72 ,374.82 ,"13,084.90 ",494.56 ,"1,944.63 ","1,956.70 ","1,380.49 ","1,381.29 ","4,590.16 ","1,446.96 ",648.31 ,"5,061.29 ",36.18 ,109.54 ,512.48 ,"5,273.22 ","1,787.48 ","3,127.45 ","1,532.62 ","1,763.40 ",731.64 ,"1,280.86 ",535.96 ,"2,111.95 ",769.60 ,477.44 ,"1,341.89 ",644.54 ,"2,285.51 ","1,174.86 ",337.62 ,10.68 ,"15,134.50 ",498.40 ,"2,882.47 ","2,172.33 ","1,503.55 ","1,294.87 ","7,859.69 ","1,647.40 ",855.97 ,"4,937.32 ",38.01 ,125.06 ,887.34 ,"5,854.31 ","2,181.37 ","2,288.40 ","1,830.62 ",0.00 ,687.34 ,971.79 ,"2,359.40 ","1,759.69 ",464.85 ,333.79 ,765.04 ,626.36 ,"1,126.57 ","1,000.01 ",343.10 ,23.24 ,"13,536.30 ",565.95 ,"2,328.99 ","1,985.30 ","1,436.55 ","1,261.94 ","5,489.88 ","1,620.88 ",792.56 ,"4,782.98 ",0.00 ,126.72 ,522.50 ,"4,857.30 ","2,032.24 ","2,648.49 ","1,509.14 ","2,124.20 ",625.01 ,"1,049.05 ","1,045.64 ","15,747.00 "
2010-01,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,710.00 "
2010-02,267.80 ,70.90 ,88.30 ,101.20 ,109.00 ,164.90 ,59.30 ,"2,544.20 ",85.10 ,354.00 ,339.70 ,240.00 ,211.00 ,844.40 ,283.90 ,113.90 ,867.20 ,5.60 ,19.50 ,83.30 ,943.30 ,306.30 ,533.40 ,253.60 ,329.90 ,126.60 ,212.20 ,97.90 ,267.80 ,70.90 ,88.30 ,101.20 ,109.00 ,164.90 ,59.30 ,"2,544.20 ",85.10 ,354.00 ,339.70 ,240.00 ,211.00 ,844.40 ,283.90 ,113.90 ,867.20 ,5.60 ,19.50 ,83.30 ,943.30 ,306.30 ,533.40 ,253.60 ,329.90 ,126.60 ,212.20 ,97.90 ,344.20 ,127.00 ,77.50 ,219.80 ,113.40 ,356.00 ,181.70 ,59.50 ,2.30 ,"2,674.80 ",81.50 ,462.20 ,382.30 ,247.80 ,207.60 ,"1,367.20 ",292.70 ,124.40 ,847.80 ,2.10 ,20.90 ,143.30 ,982.70 ,384.20 ,410.80 ,290.10 ,0.00 ,120.60 ,177.70 ,399.60 ,288.00 ,70.20 ,70.40 ,141.40 ,107.50 ,158.40 ,176.70 ,55.10 ,0.00 ,"2,609.50 ",98.40 ,386.70 ,361.60 ,249.60 ,200.60 ,"1,007.50 ",309.90 ,121.30 ,869.40 ,0.00 ,22.80 ,84.70 ,876.30 ,358.30 ,492.70 ,245.50 ,391.50 ,121.20 ,205.10 ,208.90 ,"3,255.00 "
2010-03,418.20 ,81.60 ,136.80 ,153.70 ,165.90 ,258.80 ,89.90 ,"3,980.50 ",131.20 ,527.90 ,521.60 ,374.90 ,324.10 ,"1,321.00 ",443.30 ,172.30 ,"1,314.70 ",8.40 ,29.00 ,131.20 ,"1,473.30 ",469.90 ,812.60 ,387.70 ,517.50 ,196.90 ,317.20 ,145.90 ,418.20 ,81.60 ,136.80 ,153.70 ,165.90 ,258.80 ,89.90 ,"3,980.50 ",131.20 ,527.90 ,521.60 ,374.90 ,324.10 ,"1,321.00 ",443.30 ,172.30 ,"1,314.70 ",8.40 ,29.00 ,131.20 ,"1,473.30 ",469.90 ,812.60 ,387.70 ,517.50 ,196.90 ,317.20 ,145.90 ,555.00 ,203.80 ,119.20 ,333.70 ,173.80 ,564.90 ,299.50 ,92.50 ,3.20 ,"4,098.30 ",119.00 ,745.10 ,618.00 ,396.10 ,310.20 ,"2,189.90 ",474.90 ,199.90 ,"1,313.70 ",3.20 ,32.90 ,219.50 ,"1,620.50 ",598.90 ,656.40 ,464.70 ,0.00 ,189.10 ,269.40 ,636.60 ,448.10 ,110.10 ,83.90 ,226.20 ,163.60 ,242.60 ,273.90 ,84.30 ,0.00 ,"3,976.20 ",151.30 ,609.50 ,559.80 ,387.50 ,306.50 ,"1,576.20 ",485.00 ,188.50 ,"1,302.40 ",0.00 ,34.60 ,133.30 ,"1,371.90 ",551.50 ,755.20 ,378.70 ,593.30 ,186.20 ,303.50 ,317.20 ,"4,965.00 "
2010-04,595.40 ,120.60 ,184.40 ,205.40 ,285.30 ,347.80 ,122.60 ,"5,352.90 ",176.70 ,698.80 ,722.40 ,514.30 ,431.40 ,"1,677.20 ",600.00 ,231.90 ,"1,767.50 ",12.20 ,38.80 ,160.60 ,"1,995.00 ",626.20 ,"1,129.90 ",522.30 ,675.50 ,267.10 ,421.80 ,195.80 ,595.40 ,120.60 ,184.40 ,205.40 ,285.30 ,347.80 ,122.60 ,"5,352.90 ",176.70 ,698.80 ,722.40 ,514.30 ,431.40 ,"1,677.20 ",600.00 ,231.90 ,"1,767.50 ",12.20 ,38.80 ,160.60 ,"1,995.00 ",626.20 ,"1,129.90 ",522.30 ,675.50 ,267.10 ,421.80 ,195.80 ,760.20 ,279.90 ,179.50 ,452.40 ,232.40 ,791.30 ,425.90 ,128.50 ,4.50 ,"5,664.20 ",160.70 ,"1,023.50 ",847.50 ,541.50 ,411.60 ,"2,897.50 ",636.60 ,277.90 ,"1,797.60 ",7.20 ,45.20 ,290.10 ,"2,224.70 ",798.50 ,901.00 ,636.90 ,0.00 ,259.60 ,371.40 ,880.60 ,597.40 ,149.40 ,130.10 ,304.80 ,216.70 ,406.20 ,371.10 ,116.80 ,0.00 ,"5,420.20 ",203.30 ,812.50 ,773.90 ,537.80 ,406.20 ,"2,016.70 ",658.00 ,262.50 ,"1,767.30 ",0.00 ,46.40 ,175.50 ,"1,861.30 ",731.50 ,"1,026.70 ",513.30 ,798.40 ,249.80 ,402.70 ,430.00 ,"11,311.00 "
2010-05,753.50 ,160.40 ,233.60 ,256.70 ,356.60 ,442.10 ,153.70 ,"6,597.50 ",227.80 ,867.40 ,917.60 ,658.30 ,540.20 ,"2,160.60 ",757.70 ,293.10 ,"2,230.60 ",16.50 ,48.50 ,195.80 ,"2,500.50 ",784.00 ,"1,440.40 ",654.50 ,849.50 ,339.90 ,534.30 ,242.00 ,753.50 ,160.40 ,233.60 ,256.70 ,356.60 ,442.10 ,153.70 ,"6,597.50 ",227.80 ,867.40 ,917.60 ,658.30 ,540.20 ,"2,160.60 ",757.70 ,293.10 ,"2,230.60 ",16.50 ,48.50 ,195.80 ,"2,500.50 ",784.00 ,"1,440.40 ",654.50 ,849.50 ,339.90 ,534.30 ,242.00 ,"1,029.50 ",353.00 ,250.40 ,573.80 ,285.60 ,"1,056.00 ",555.10 ,163.70 ,5.90 ,"7,358.80 ",211.60 ,"1,318.90 ","1,078.40 ",691.70 ,515.50 ,"3,735.50 ",806.60 ,355.80 ,"2,268.20 ",11.60 ,57.70 ,375.30 ,"2,819.80 ","1,010.30 ","1,148.10 ",800.10 ,0.00 ,331.10 ,472.70 ,"1,130.60 ",755.20 ,184.90 ,173.30 ,385.50 ,270.40 ,521.90 ,395.50 ,148.20 ,0.00 ,"6,760.20 ",260.90 ,"1,019.40 ",986.90 ,689.50 ,506.80 ,"2,580.40 ",834.30 ,337.40 ,"2,250.40 ",0.00 ,58.10 ,226.90 ,"2,316.10 ",914.80 ,"1,291.00 ",646.70 ,"1,001.40 ",317.50 ,510.20 ,546.50 ,"7,549.00 "
2010-06,919.80 ,198.00 ,278.70 ,307.00 ,422.60 ,536.80 ,184.30 ,"7,774.60 ",278.20 ,"1,011.60 ","1,106.80 ",796.90 ,658.60 ,"2,625.80 ",901.60 ,357.10 ,"2,735.40 ",19.50 ,57.40 ,249.80 ,"2,906.10 ",943.10 ,"1,749.30 ",785.50 ,"1,008.10 ",416.90 ,652.00 ,284.90 ,919.80 ,198.00 ,278.70 ,307.00 ,422.60 ,536.80 ,184.30 ,"7,774.60 ",278.20 ,"1,011.60 ","1,106.80 ",796.90 ,658.60 ,"2,625.80 ",901.60 ,357.10 ,"2,735.40 ",19.50 ,57.40 ,249.80 ,"2,906.10 ",943.10 ,"1,749.30 ",785.50 ,"1,008.10 ",416.90 ,652.00 ,284.90 ,"1,197.10 ",422.80 ,314.00 ,703.50 ,338.00 ,"1,308.00 ",730.90 ,198.00 ,7.10 ,"9,060.90 ",262.70 ,"1,582.20 ","1,330.50 ",839.50 ,659.10 ,"4,573.20 ",974.10 ,432.50 ,"2,758.00 ",15.70 ,69.10 ,463.70 ,"3,356.10 ","1,215.10 ","1,397.00 ",962.60 ,0.00 ,404.90 ,562.80 ,"1,388.60 ",917.10 ,222.70 ,214.90 ,456.90 ,321.70 ,628.40 ,497.50 ,179.20 ,0.00 ,"8,097.40 ",315.70 ,"1,190.80 ","1,188.10 ",835.20 ,612.10 ,"3,163.70 ","1,000.90 ",405.70 ,"2,732.30 ",0.00 ,69.50 ,272.90 ,"2,694.10 ","1,100.90 ","1,577.50 ",776.70 ,"1,192.50 ",382.70 ,614.10 ,656.00 ,"9,069.00 "
2010-07,"1,081.30 ",232.90 ,325.80 ,360.20 ,486.20 ,633.00 ,213.20 ,"8,943.00 ",325.90 ,"1,149.20 ","1,294.80 ",935.10 ,774.50 ,"3,032.90 ","1,048.50 ",406.10 ,"3,193.90 ",21.00 ,65.20 ,285.90 ,"3,292.40 ","1,101.90 ","2,033.40 ",908.10 ,"1,213.40 ",497.60 ,767.90 ,324.70 ,"1,081.30 ",232.90 ,325.80 ,360.20 ,486.20 ,633.00 ,213.20 ,"8,943.00 ",325.90 ,"1,149.20 ","1,294.80 ",935.10 ,774.50 ,"3,032.90 ","1,048.50 ",406.10 ,"3,193.90 ",21.00 ,65.20 ,285.90 ,"3,292.40 ","1,101.90 ","2,033.40 ",908.10 ,"1,213.40 ",497.60 ,767.90 ,324.70 ,"1,411.30 ",491.10 ,376.40 ,821.00 ,398.90 ,"1,554.20 ",843.10 ,230.20 ,8.80 ,"10,572.10 ",315.10 ,"1,835.90 ","1,551.40 ",985.60 ,736.50 ,"5,341.40 ","1,143.50 ",504.90 ,"3,226.10 ",16.80 ,79.70 ,544.30 ,"3,875.80 ","1,443.10 ","1,634.50 ","1,119.70 ",0.00 ,478.90 ,661.20 ,"1,635.10 ","1,081.10 ",260.70 ,252.90 ,532.10 ,376.90 ,727.20 ,600.70 ,208.20 ,0.00 ,"9,268.30 ",367.30 ,"1,379.70 ","1,391.60 ",984.40 ,713.90 ,"3,654.00 ","1,158.40 ",549.70 ,"3,206.90 ",0.00 ,79.80 ,310.90 ,"3,055.40 ","1,284.90 ","1,840.00 ",898.30 ,"1,428.40 ",453.10 ,722.80 ,760.20 ,"10,639.00 "
2010-08,"1,242.80 ",267.00 ,373.90 ,411.40 ,557.50 ,728.10 ,241.90 ,"10,107.00 ",368.90 ,"1,316.40 ","1,494.30 ","1,082.80 ",886.00 ,"3,471.60 ","1,201.30 ",463.00 ,"3,637.10 ",22.50 ,73.90 ,330.30 ,"3,698.40 ","1,261.10 ","2,311.30 ","1,038.30 ","1,373.90 ",579.50 ,885.80 ,654.40 ,"1,242.80 ",267.00 ,373.90 ,411.40 ,557.50 ,728.10 ,241.90 ,"10,107.00 ",368.90 ,"1,316.40 ","1,494.30 ","1,082.80 ",886.00 ,"3,471.60 ","1,201.30 ",463.00 ,"3,637.10 ",22.50 ,73.90 ,330.30 ,"3,698.40 ","1,261.10 ","2,311.30 ","1,038.30 ","1,373.90 ",579.50 ,885.80 ,654.40 ,"1,625.10 ",557.80 ,446.10 ,954.40 ,457.10 ,"1,815.20 ",997.00 ,251.60 ,10.10 ,"12,158.00 ",369.30 ,"2,112.60 ","1,810.30 ","1,140.30 ",847.80 ,"6,087.70 ","1,323.60 ",579.30 ,"3,725.50 ",19.90 ,92.10 ,625.00 ,"4,403.80 ","1,645.50 ","1,882.00 ","1,275.70 ",0.00 ,553.30 ,762.40 ,"1,867.90 ","1,252.80 ",295.30 ,290.80 ,606.40 ,432.40 ,839.10 ,782.80 ,238.50 ,0.00 ,"10,468.80 ",420.20 ,"1,580.80 ","1,611.80 ","1,136.50 ",815.70 ,"4,131.20 ","1,325.80 ",543.80 ,"3,565.20 ",0.00 ,91.70 ,357.50 ,"3,445.10 ","1,468.70 ","2,095.00 ","1,028.20 ","1,529.30 ",521.50 ,836.60 ,865.90 ,"12,209.00 "
2010-09,"1,399.60 ",296.60 ,419.90 ,469.40 ,635.60 ,820.60 ,272.60 ,"10,962.60 ",413.70 ,"1,516.00 ","1,689.40 ","1,225.20 ",995.90 ,"3,872.70 ","1,347.80 ",523.30 ,"4,075.50 ",24.20 ,82.60 ,378.00 ,"4,122.50 ","1,417.30 ","2,566.50 ","1,175.40 ","1,537.90 ",662.80 ,"1,003.90 ",714.00 ,"1,399.60 ",296.60 ,419.90 ,469.40 ,635.60 ,820.60 ,272.60 ,"10,962.60 ",413.70 ,"1,516.00 ","1,689.40 ","1,225.20 ",995.90 ,"3,872.70 ","1,347.80 ",523.30 ,"4,075.50 ",24.20 ,82.60 ,378.00 ,"4,122.50 ","1,417.30 ","2,566.50 ","1,175.40 ","1,537.90 ",662.80 ,"1,003.90 ",714.00 ,"1,834.40 ",625.40 ,509.70 ,"1,089.10 ",519.50 ,"2,123.60 ","1,130.50 ",286.50 ,11.60 ,"13,271.20 ",425.80 ,"2,387.20 ","2,062.50 ","1,295.80 ",960.20 ,"6,748.20 ","1,490.10 ",657.80 ,"4,213.00 ",24.50 ,104.20 ,712.70 ,"4,921.70 ","1,846.30 ","2,129.00 ","1,446.30 ",0.00 ,631.30 ,866.00 ,"2,103.70 ","1,418.50 ",332.30 ,323.70 ,682.00 ,488.30 ,954.50 ,883.30 ,270.20 ,0.00 ,"11,306.10 ",474.50 ,"1,783.40 ","1,828.30 ","1,285.10 ",914.20 ,"4,652.30 ","1,483.20 ",617.30 ,"3,999.50 ",0.00 ,103.40 ,407.50 ,"3,892.80 ","1,650.60 ","2,345.50 ","1,162.70 ","1,707.20 ",592.30 ,944.60 ,949.90 ,"14,572.00 "
